data;ora;numestudent;prenumestudent;numeprofesor;prenumeprofesor;nota
'2015.22.02';'11.36.40';'Tannas';'Jr Lawrence E';'Treese';'Marty';'8'
'2014.22.06';'10.01.36';'Yim';'Tai';'Missimer';'Dennis';'4'
'2018.18.04';'22.45.59';'Todd';'Richard';'Nicolas';'Marie';'7'
'2014.10.03';'22.38.54';'Martorel';'Hector';'Casby';'Maria';'9'
'2016.12.05';'06.43.31';'Teal';'Daryl';'Byers';'Ray';'10'
'2013.09.06';'20.57.34';'Yinger';'Terry B';'Anastas';'Vincent';'9'
'2016.30.12';'03.28.21';'Pool';'Curt';'Greenwood';'Elida';'10'
'2014.22.11';'11.53.56';'Raymond';'John';'Keller';'Hymie';'9'
'2015.20.10';'14.04.32';'Temple';'John';'Byers';'Ray';'6'
'2014.19.07';'18.57.03';'Patel';'Manhar';'Beaurgeard';'Edward';'10'
'2014.04.08';'12.50.43';'Wieser';'Diane';'Kho';'Judy';'8'
'2014.06.11';'11.38.35';'Harper';'Jimmie';'Jacobson';'Duane';'8'
'2014.11.09';'21.37.06';'Russell';'Cynthia';'Beaurgeard';'Edward';'5'
'2013.11.08';'05.45.11';'Walker';'Gary';'Custer';'Renee';'6'
'2013.16.11';'03.41.21';'Medeiros';'Tony';'Smith';'Willie';'10'
'2017.04.03';'00.45.54';'Eliopoulos';'Constantine';'Holcombe';'Charles';'10'
'2017.27.07';'11.15.49';'Banga';'Alok';'Trusty';'Arnold';'4'
'2015.01.03';'06.58.57';'Mc';'Ewuen Charles';'Keller';'Hymie';'5'
'2018.02.04';'11.28.15';'Caughron';'Jimmie';'Singh';'Anardeep';'5'
'2017.26.03';'10.45.15';'Satterlee';'Stephen';'Ambagis';'William';'4'
'2017.17.06';'00.54.00';'Tenzer';'Mark';'Trusty';'Arnold';'5'
'2015.23.10';'22.32.13';'Patel';'N';'Alvarez';'Mauricio A';'8'
'2015.28.11';'20.37.49';'Wright';'Tom';'Morar';'Satish';'8'
'2017.21.11';'19.58.44';'Crump';'Terry';'Loeks';'Faye';'9'
'2014.26.06';'00.10.33';'Shah';'Jashawant';'Salvemini';'Dominick';'5'
'2013.29.07';'02.14.11';'Mc';'Cary Tim G';'Smith';'Willie';'9'
'2015.10.07';'00.37.19';'Lloyd';'Barbara';'Smith';'Willie';'7'
'2017.19.05';'10.49.45';'Hambrick';'Kenneth';'Hawks';'Greg';'5'
'2015.19.03';'08.25.17';'Miles';'Herbert';'Morrow';'Duncan';'8'
'2013.07.07';'23.19.49';'Dragotta';'Ted';'Warren';'Tom';'5'
'2016.15.08';'11.46.25';'Rufad';'Botanjec';'Waller';'Ronnie';'5'
'2017.21.06';'13.04.23';'Frield';'Ehlam';'Smith';'Willie';'7'
'2014.16.11';'09.05.00';'Allsup';'Tom';'Jones';'Roylyn';'8'
'2015.28.01';'00.42.42';'Lange';'Diana';'Thomas';'Tobby';'5'
'2015.25.10';'22.01.41';'Ashburn';'Melinda';'Ruga';'Glenn';'7'
'2014.02.04';'21.05.21';'Pimentel';'Paul';'Ruga';'Glenn';'9'
'2016.19.02';'15.40.36';'Taylor';'Neil';'Hashimi';'Shubyer';'5'
'2014.26.12';'09.40.35';'Russell';'Tammy';'Warren';'Tom';'6'
'2013.06.12';'00.49.51';'Thurston';'Gil';'Verrier';'William';'10'
'2017.11.01';'16.02.48';'Le';'Loc';'Holcombe';'Charles';'8'
'2017.04.11';'19.08.29';'Silvey';'Terry';'Carlson';'Jared';'4'
'2013.21.05';'09.53.18';'Wagner';'Teri';'Jacobson';'Duane';'8'
'2017.22.10';'04.29.10';'Mcbath';'Terry';'Missimer';'Dennis';'7'
'2018.24.01';'08.23.14';'Talbot';'Bob';'Nicolas';'Marie';'5'
'2015.24.06';'11.13.54';'Kohl';'Thomas';'Jones';'Roylyn';'6'
'2013.30.09';'09.28.40';'Nixon';'Tobias';'Nicolas';'Marie';'8'
'2013.06.07';'00.10.18';'Freedman';'Tony';'Hults';'Bob';'7'
'2015.18.12';'02.37.39';'Taylor';'Susan';'Custer';'Renee';'10'
'2016.07.05';'21.48.07';'Teague';'Ronald';'Trimble';'David';'6'
'2014.17.04';'07.43.26';'Sena';'Rose';'Treese';'Marty';'8'
'2017.09.11';'05.24.06';'Elledge';'Terry';'Nathan';'Larry';'10'
'2015.27.09';'03.31.19';'Taulbee';'Ryan';'Ruark';'Keith';'5'
'2015.10.10';'16.21.59';'Damman';'Richard C CPA';'Cook';'Steve';'8'
'2014.06.04';'21.03.51';'Brooks';'Carl';'Tuggle';'Jack';'4'
'2014.20.03';'04.02.01';'Marain';'Donovan';'Hashimi';'Shubyer';'10'
'2018.07.02';'05.01.46';'Collins';'George';'Pompili';'Vince';'10'
'2016.05.02';'17.34.43';'Barrow';'Thomas';'Kempf';'Fred';'9'
'2016.13.10';'20.59.39';'Taylor';'Ted';'Salvemini';'Dominick';'7'
'2014.13.06';'22.59.55';'Carolan';'Terry';'Custer';'Renee';'5'
'2015.16.06';'00.09.38';'O\'Brien';'Ladd';'Cook';'Steve';'9'
'2017.26.12';'19.43.41';'Fuston';'Terry';'Verrier';'William';'5'
'2016.07.10';'01.01.08';'Meger';'Margaret';'Waller';'Ronnie';'6'
'2016.29.07';'14.35.50';'Cutshall';'Wayne C';'Alvarez';'Mauricio A';'10'
'2018.11.04';'04.39.09';'Carrera';'Eduardo';'Smith';'Kern';'5'
'2016.15.09';'10.27.14';'Bijos';'Maria';'Casby';'Maria';'10'
'2013.19.09';'05.48.20';'Galok';'Joseph';'Loeks';'Faye';'9'
'2013.18.05';'02.14.01';'Kinder';'Terry';'Keller';'Hymie';'7'
'2017.09.01';'06.02.12';'Mc';'Intyre Donald';'Vitt';'Lance';'9'
'2017.02.03';'20.56.52';'Hyatt';'Julie';'Waller';'Ronnie';'7'
'2014.07.12';'20.06.18';'Palacios';'Santiago';'Tuggle';'Jack';'10'
'2017.13.01';'01.49.41';'Valdez';'Jose';'Usina';'Ralph';'6'
'2014.11.08';'17.27.15';'Evans';'Beth';'Smith';'Willie';'8'
'2014.20.06';'20.10.33';'Lee';'Raymond';'Jones';'Roylyn';'10'
'2015.18.09';'14.01.05';'Forth';'Emersom';'Jacobson';'Duane';'6'
'2017.25.12';'05.10.27';'Johnson';'Terry';'Maynes';'Eric';'5'
'2013.07.11';'09.44.44';'Mohon';'Tom';'Waller';'Ronnie';'6'
'2015.01.05';'03.54.43';'Hernandez';'Lou';'Ambagis';'William';'9'
'2013.29.12';'19.50.53';'Tan';'Ailan';'Udovich';'Dean';'5'
'2017.07.03';'06.31.23';'Woolley';'Bill';'Sims';'Michael';'6'
'2014.03.10';'01.30.15';'Danieri';'T W Ronald';'Porter';'Robert';'5'
'2014.09.07';'13.43.25';'Lee';'Fanessa';'Anastas';'Vincent';'7'
'2013.08.12';'23.51.54';'Boykin';'Rosa';'Jones';'Roylyn';'9'
'2013.28.08';'20.09.22';'Techentin';'Warren';'Vanzzini';'Daniel';'6'
'2017.22.08';'13.58.31';'Irwin';'Dawn';'Udovich';'Dean';'7'
'2016.08.08';'19.54.17';'Ray';'Stephanie';'Smith';'Kern';'10'
'2017.25.07';'13.42.20';'Threadgill';'Dean';'Dave';'Steven';'9'
'2015.11.06';'01.19.20';'Tarantini';'Suzette';'Workman';'Bill';'9'
'2013.24.09';'20.56.48';'Faoa';'Tony';'Verrier';'William';'5'
'2014.12.09';'09.31.00';'Hardy';'Nick';'Medley';'Michelle';'6'
'2017.22.01';'22.57.45';'Crim';'Lee';'Hardy';'Bonnie';'8'
'2016.23.07';'05.13.19';'Ivers';'Terri';'Porter';'Robert';'4'
'2017.04.03';'13.52.20';'Williamson';'Gary';'Smith';'Kern';'5'
'2016.21.04';'12.52.09';'Nguyen';'Andrew';'Short';'John';'7'
'2014.21.08';'15.01.13';'Klemmer';'Linda';'Trimble';'David';'5'
'2014.05.04';'10.11.34';'Tackett';'John';'Ginsberg';'Ben';'4'
'2015.20.06';'03.51.38';'Toliver';'John';'Hakes';'Vicki';'10'
'2013.08.07';'17.58.11';'Dyer';'Alex';'Long';'Chuck';'10'
'2016.03.06';'05.35.28';'Scharlow';'Carol';'Evperprises';'Bayram';'7'
'2014.25.04';'23.47.54';'Hill';'Jim';'Herston';'Robbie';'5'
'2015.30.09';'08.48.48';'Johnson';'Brenda';'Mehsling';'Brad';'7'
'2018.19.04';'09.52.03';'Allen';'Jim';'Gianelli';'Richard';'4'
'2016.03.10';'14.05.28';'Woloshun';'Ted';'Ledbetter';'Tennie';'9'
'2014.23.05';'03.11.48';'Tafoya';'Ray';'Kho';'Judy';'10'
'2013.10.06';'05.40.43';'Baker';'Tim';'Aanestad';'Darrell';'7'
'2015.10.11';'15.55.23';'Kump';'Joseph';'Walker';'Ralph';'5'
'2015.13.12';'06.25.31';'Ford';'Timothy';'Ginsberg';'Ben';'6'
'2013.01.06';'14.50.01';'Kramer';'Jeff';'Carlson';'Jared';'7'
'2018.17.01';'02.16.22';'Russell';'James';'Vitt';'Lance';'10'
'2013.15.09';'07.11.30';'Crossley';'Jim';'Sidy';'Victor';'8'
'2015.23.08';'16.47.31';'Tourere';'John';'Treese';'Marty';'8'
'2014.06.05';'21.47.58';'Tadlock';'Phil';'Holcombe';'Charles';'5'
'2014.29.03';'22.56.15';'Yule';'Cindy';'Olson';'Liz';'9'
'2018.16.01';'11.53.50';'Kinsman';'Jack';'Short';'John';'7'
'2017.14.03';'16.21.39';'Dodd';'Jim';'Vanderholm';'Arnold';'5'
'2016.03.11';'18.40.22';'Boccuzzi';'Teddy';'Walter';'Ralph';'6'
'2018.27.01';'13.14.29';'Tewksbury';'Dave';'Olson';'Liz';'10'
'2018.28.01';'12.09.49';'Vince';'Joseph';'Olson';'Liz';'6'
'2016.28.12';'21.19.00';'Oliphant';'Robert';'Sims';'Michael';'10'
'2016.20.06';'03.09.03';'Patterson';'Robert';'Medley';'Michelle';'5'
'2016.15.04';'20.17.44';'Morton';'Terry';'Treese';'Marty';'6'
'2014.17.10';'10.11.37';'Miller';'Ted';'Hashimi';'Shubyer';'7'
'2017.07.04';'05.40.58';'Rizik';'Mike';'Marcotte';'Ken';'7'
'2015.06.05';'16.40.52';'Taylor-Reed';'Kathy';'Hamilton';'David';'6'
'2014.04.10';'02.26.43';'Sullivan';'Paul';'Vogl';'Frank';'10'
'2015.06.11';'00.11.43';'Koon';'James H';'Kho';'Judy';'8'
'2016.21.01';'12.21.46';'Taylor';'Mark';'Harrelson';'Ray';'4'
'2016.18.02';'11.58.23';'Tehrani';'Ruben';'Vogl';'Frank';'7'
'2017.04.04';'12.34.10';'Shillo';'Trudy';'Ambagis';'William';'6'
'2017.18.09';'13.47.15';'Hysell';'David';'Custer';'Renee';'7'
'2016.29.05';'16.41.19';'Taylor';'Frank';'Thomas';'Tobby';'8'
'2016.05.11';'14.12.34';'Pragacz';'Walter';'Walker';'Ralph';'8'
'2014.23.09';'05.28.21';'Magana';'Jose';'Trimble';'David';'9'
'2013.21.10';'07.30.45';'Gurley';'Tim';'Loeks';'Faye';'5'
'2014.21.06';'00.40.49';'Dennehy';'Bill';'Hamilton';'David';'8'
'2017.12.08';'07.01.47';'Liapakis';'Erica';'Beaurgeard';'Edward';'5'
'2016.26.07';'17.05.25';'Shepard';'Dyan';'Vogl';'Frank';'7'
'2013.27.09';'14.27.52';'Nordeen';'Jack';'Hawks';'Greg';'8'
'2017.12.11';'07.52.05';'Christensen';'Ed';'Jacobson';'Duane';'10'
'2013.02.12';'02.39.29';'Martin';'Peyton';'Adams';'Van B';'10'
'2016.20.05';'23.43.52';'Mckamie';'Mike';'Treese';'Marty';'5'
'2018.07.03';'20.36.17';'Reyna';'Jr Raul';'Hawks';'Greg';'6'
'2013.18.08';'23.49.20';'Janca';'Tim';'Gassa';'Lewis';'8'
'2015.13.12';'22.58.57';'Fletcher';'Donna';'Medley';'Michelle';'8'
'2014.10.08';'01.09.10';'Talley';'L A';'Short';'John';'5'
'2017.09.01';'07.11.15';'Robinson';'Jim';'Jacobson';'Duane';'6'
'2014.09.12';'00.30.53';'Tamasovich';'Ted';'Waggoner';'Wayne DC';'4'
'2016.11.01';'11.39.29';'Taylor';'Michael';'Hodges';'Tony';'7'
'2016.21.07';'00.53.43';'Olson';'Leroy';'Missimer';'Dennis';'9'
'2016.23.05';'05.13.34';'Cobb';'Charles W';'Tuggle';'Jack';'7'
'2016.12.02';'19.34.36';'So';'Wayne';'Thomas';'Tobby';'4'
'2015.08.04';'17.53.31';'Villaluz';'Eugene';'Vanderholm';'Arnold';'8'
'2015.31.03';'07.38.16';'Correa';'Carlos';'Warren';'Tom';'8'
'2018.18.03';'23.23.03';'Bega';'Rafael';'Ginsberg';'Ben';'8'
'2014.12.04';'18.57.44';'Raya';'Angelica';'Usina';'Ralph';'10'
'2013.29.11';'00.40.57';'Phillips';'Billy';'Hawks';'Greg';'5'
'2016.18.11';'02.14.29';'Johnson';'Earl';'Warren';'Tom';'9'
'2015.06.11';'10.47.58';'Exstrom';'Dan';'Powell';'Sherry';'6'
'2018.04.02';'06.06.48';'Thomas';'Tom';'Holder';'Mary';'9'
'2015.13.07';'06.40.18';'Scogin';'Nadine';'Pompili';'Vince';'8'
'2014.10.11';'18.28.12';'Teel';'John';'Siler';'Chuck';'8'
'2014.17.07';'18.24.14';'Hsu';'Tuen Cuen';'Trotter';'Ralph';'4'
'2017.10.10';'17.05.45';'Finkel';'Terry';'Salvemini';'Dominick';'7'
'2015.08.09';'02.57.17';'Boccuzzi';'Teddy';'Sphaler';'Randy';'9'
'2017.15.08';'04.18.49';'Presley';'Jim';'Sidy';'Victor';'9'
'2013.23.07';'08.19.59';'Hoover';'Terri';'Trusty';'Arnold';'10'
'2014.21.06';'17.09.09';'Chang';'Thomas';'Alvarez';'Mauricio A';'7'
'2017.08.04';'02.57.09';'Eggleston';'Valissa';'Wakeley';'Gene';'7'
'2015.28.11';'15.00.17';'Hintz';'Jeffrey A';'Holcombe';'Charles';'8'
'2018.25.01';'17.04.09';'Washburn';'Allen';'Moore';'Kitty';'9'
'2015.03.12';'16.53.43';'Taylor';'Edward W CPA';'Aanestad';'Darrell';'9'
'2015.15.04';'12.19.07';'Tapia';'Bob';'Greenwood';'Elida';'8'
'2014.10.11';'08.27.36';'Roberts';'Stanley';'Waggoner';'Wayne DC';'5'
'2016.11.03';'08.40.28';'Cano';'Laura';'Hults';'Bob';'9'
'2018.15.04';'08.53.57';'Stoll';'David';'Treese';'Marty';'5'
'2015.25.08';'10.56.03';'Praefke';'Carson';'Byers';'Ray';'10'
'2016.25.12';'20.53.45';'Collins';'Rob';'Treese';'Marty';'10'
'2016.08.05';'02.18.02';'Taylor';'Scott';'Ginsberg';'Ben';'9'
'2017.21.05';'16.53.23';'Duong';'James';'Pinkston';'Lisa';'4'
'2015.08.01';'13.55.57';'Nichols';'Teresa';'Sphaler';'Randy';'5'
'2014.14.07';'07.04.53';'Frech';'Jack';'Udovich';'Dean';'8'
'2015.14.04';'00.45.07';'Feldman';'Ted';'Powell';'Sherry';'6'
'2017.13.12';'08.53.28';'Oczkowski';'Teresa';'Nicolas';'Marie';'6'
'2016.04.05';'12.05.57';'Perez';'Albert';'Loeks';'Faye';'9'
'2016.13.07';'21.40.09';'Sabater';'Adrin';'Loeks';'Faye';'7'
'2017.27.06';'14.51.11';'Hoover';'Terri';'Trimble';'David';'6'
'2017.20.09';'18.53.02';'Mitchell';'Terri';'Olson';'Liz';'7'
'2014.11.09';'06.40.58';'Lackey';'Todd';'Hakes';'Vicki';'8'
'2017.14.06';'07.41.33';'Tente';'AL';'Schmitz';'Rich';'7'
'2017.01.01';'08.00.41';'Stump';'Robert';'Turnbull';'Porter DC';'10'
'2013.13.09';'00.22.46';'Bice';'Marcia';'Trimble';'David';'7'
'2014.28.01';'21.56.49';'Abbey';'Art';'Powell';'Sherry';'4'
'2015.04.03';'20.31.39';'Gelinas';'Garry';'Hults';'Bob';'5'
'2017.23.03';'19.15.09';'Crawford';'Craig';'Carlson';'Jared';'5'
'2018.20.02';'20.34.46';'Thompson';'Arnold';'Holcombe';'Charles';'10'
'2014.12.05';'22.55.08';'Martino';'D';'Verrier';'William';'7'
'2018.22.03';'03.11.31';'Sams';'David';'Jacobson';'Duane';'9'
'2013.02.08';'14.34.06';'Holleman';'Rob';'Vitt';'Lance';'10'
'2016.05.01';'22.46.15';'Taylor';'Robert';'Dave';'Steven';'10'
'2015.01.02';'18.58.39';'Honeycutt';'Tricia';'Nathan';'Larry';'6'
'2014.28.07';'14.19.43';'Asadurian';'Mike';'Ledbetter';'Tennie';'6'
'2015.19.02';'01.29.13';'Tankersley';'Bryan';'Ruark';'Keith';'8'
'2015.24.02';'05.20.57';'Robinette';'Terry';'Terpstra';'Wayne';'8'
'2014.17.07';'13.01.36';'Tait';'Tim';'Tucci';'Thomas';'6'
'2018.26.02';'13.05.36';'Ihnen';'David';'Siler';'Chuck';'7'
'2014.15.09';'05.28.49';'Phelps';'Dan';'Hawks';'Greg';'5'
'2013.19.11';'16.20.43';'Mccarthy';'Jon';'Casby';'Maria';'5'
'2013.08.08';'01.16.16';'Lepre';'Marie';'Porter';'Robert';'6'
'2017.10.07';'15.29.02';'Levy';'Moses';'Singh';'Anardeep';'10'
'2016.17.02';'04.24.48';'Taylor';'Fred';'Hawks';'Greg';'9'
'2016.28.09';'08.06.56';'Wu';'Lucy';'Hawks';'Greg';'7'
'2015.11.04';'15.03.35';'Burgin';'Ted';'Sidy';'Victor';'4'
'2013.22.12';'16.05.59';'Barnes';'R Neil';'Morar';'Satish';'6'
'2014.05.04';'01.42.43';'Tackett';'Kennel';'Dave';'Steven';'8'
'2013.07.12';'21.49.03';'Rinaldi';'Theresa';'Kempf';'Fred';'9'
'2014.26.04';'12.28.18';'Balquier';'Fernando';'Wakeley';'Gene';'7'
'2014.24.11';'00.59.16';'Russell';'Sandy';'Morrow';'Duncan';'10'
'2015.23.04';'14.23.18';'Abbaszadeh';'Mohmadd';'Hamilton';'David';'8'
'2014.18.12';'09.16.26';'Aranda';'Tana';'Missimer';'Dennis';'6'
'2014.16.11';'16.47.14';'Wilson';'M J';'Thomas';'Tobby';'7'
'2016.02.06';'17.38.17';'Winninger';'Thomas';'Tuggle';'Jack';'8'
'2015.09.05';'05.30.22';'Chombo';'David';'Trimble';'David';'8'
'2015.30.09';'21.15.06';'Tauscher';'Eldon';'Nathan';'Larry';'5'
'2017.11.11';'15.01.20';'Vogt';'Terry';'Hawks';'Greg';'9'
'2014.02.09';'02.08.40';'Ckark';'Melissa';'Custer';'Renee';'9'
'2015.28.12';'17.44.27';'Taylor';'Ronald';'Waller';'Ronnie';'6'
'2015.06.10';'01.31.32';'Czetto';'Paul';'Olson';'Liz';'7'
'2016.22.06';'18.44.54';'Crosby';'Eddie';'Aanestad';'Darrell';'7'
'2015.10.12';'10.06.17';'Tweedy';'Don';'Olson';'Liz';'6'
'2017.06.01';'00.11.42';'Torres';'Tony';'Ledbetter';'Tennie';'9'
'2015.17.06';'08.09.39';'Fegert';'Joyce';'Hawks';'Greg';'9'
'2013.03.09';'22.27.19';'Turner';'Todd';'Gassa';'Lewis';'5'
'2018.19.04';'15.40.43';'Smith';'Wayne';'Missimer';'Dennis';'7'
'2016.22.08';'20.03.22';'Falk';'Rick';'Short';'John';'6'
'2018.28.04';'21.52.43';'Ashley';'Karen';'Porter';'Robert';'10'
'2015.21.10';'22.00.11';'Smidt';'II Thomas';'Powell';'Sherry';'10'
'2016.19.04';'20.18.34';'Urban';'Emily';'Turnbull';'Porter DC';'4'
'2015.12.09';'14.51.47';'Tatro';'Terry';'Gianelli';'Richard';'5'
'2017.06.12';'21.13.08';'Bush';'Theresa';'Kho';'Judy';'9'
'2013.13.08';'05.44.58';'Karwacki';'Wanda';'Smith';'Kern';'9'
'2013.22.05';'10.32.55';'Chellis';'Wayne';'Udovich';'Dean';'5'
'2015.05.02';'00.01.35';'Harmeson';'Jason';'Singh';'Anardeep';'4'
'2015.09.11';'16.01.44';'Yocham';'Mary';'Maynes';'Eric';'4'
'2016.10.10';'18.45.34';'Billingsley';'Ted';'Hawks';'Greg';'9'
'2014.26.02';'06.57.58';'Faircloth';'Terry';'Ruark';'Keith';'6'
'2015.29.07';'00.32.25';'Tashea';'Richard';'Short';'John';'7'
'2014.24.10';'02.17.53';'Driggers';'Tammy';'Waller';'Ronnie';'7'
'2016.22.04';'02.41.38';'Smith';'Craig D';'Holder';'Mary';'9'
'2013.27.07';'08.10.47';'Gjovik';'Troy';'Treese';'Marty';'7'
'2015.17.02';'03.17.42';'Buchanan';'L B';'Smith';'Kern';'6'
'2015.26.11';'01.31.39';'Gormez';'Javier';'Hong';'Gil';'4'
'2015.28.04';'15.26.27';'Nordlund';'Nancy';'Wade';'Walt';'5'
'2015.01.01';'10.25.14';'Rusnak';'Louis';'Maynes';'Eric';'4'
'2017.04.07';'20.29.41';'Taylor';'Elmira';'Hodges';'Tony';'7'
'2017.02.07';'12.01.33';'Long';'Teresa';'Waggoner';'Wayne DC';'7'
'2015.25.07';'08.55.34';'Griffin';'Gary';'Brown';'Ted W OD';'8'
'2014.28.03';'23.26.42';'Tucker';'Thelma';'Warren';'Tom';'10'
'2016.11.10';'21.48.27';'Davis';'Ted';'Warren';'Tom';'4'
'2015.07.01';'10.19.30';'Tangas';'Stacey';'Stolmeier';'Vince';'7'
'2016.02.01';'05.52.52';'Taylor';'Ed';'Alvarez';'Mauricio A';'6'
'2013.15.08';'16.49.07';'Monath';'Tim';'Pompili';'Vince';'5'
'2015.20.04';'04.04.23';'Rivera';'Salvador';'Trotter';'Ralph';'8'
'2015.28.06';'11.42.31';'Sawyers';'Lance';'Long';'Chuck';'4'
'2018.30.01';'17.30.23';'Trogdon';'J J';'Turnbull';'Porter DC';'6'
'2015.28.02';'20.37.10';'Gittinn';'Ian';'Hawks';'Greg';'7'
'2017.21.07';'04.34.26';'Moua';'Xa';'Morar';'Satish';'6'
'2017.04.06';'23.16.35';'Lapierre';'Maureen';'Missimer';'Dennis';'8'
'2016.27.06';'09.22.37';'Wilson';'J D';'Gassa';'Lewis';'4'
'2017.20.08';'01.29.00';'Molinsky';'Louis';'Salvemini';'Dominick';'9'
'2017.07.02';'10.46.33';'Pelayo';'Tony';'Morrow';'Duncan';'7'
'2017.12.01';'18.50.24';'Stisiak';'James';'Walton';'David';'8'
'2016.24.07';'00.54.09';'Kott';'Ed';'Thaxton';'Paul';'7'
'2016.05.08';'22.53.47';'Tuch';'Paul';'Siler';'Chuck';'4'
'2017.03.02';'11.32.03';'Kelly';'Judy';'Hashimi';'Shubyer';'6'
'2014.22.07';'13.55.27';'Takada';'Hidekatsu';'Salvemini';'Dominick';'10'
'2015.28.02';'16.15.57';'Del';'Gado Rudy';'Wade';'Walt';'4'
'2018.18.01';'16.30.16';'Teter';'Rob';'Alvarez';'Mauricio A';'7'
'2016.27.06';'22.31.24';'Drinkwateer';'John';'Stolmeier';'Vince';'7'
'2015.04.11';'15.42.08';'Pugh';'Frank';'Hakes';'Vicki';'7'
'2014.27.01';'09.39.42';'Thompson';'Terry';'Vitt';'Lance';'8'
'2016.11.08';'16.42.45';'Durlach';'David';'Waller';'Ronnie';'8'
'2017.28.02';'14.53.53';'Russell';'James';'Shumaker';'Janet';'10'
'2017.28.10';'12.38.05';'Raymond';'John';'Brown';'Ted W OD';'9'
'2013.24.06';'16.17.11';'Xiong';'Watong';'Jacobson';'Duane';'7'
'2014.13.10';'05.50.01';'Tamasovich';'Ted';'Trotter';'Ralph';'5'
'2017.13.08';'03.16.03';'Munk';'Ron';'Hakes';'Vicki';'8'
'2015.04.11';'21.46.45';'Villavicencio';'Gilberto';'Hardy';'Bonnie';'5'
'2014.28.04';'02.22.16';'Casillo';'Raijoberto';'Kempf';'Fred';'9'
'2013.04.07';'13.31.21';'Taylor';'Edward W CPA';'Hodges';'Tony';'9'
'2014.01.08';'22.06.46';'Abukatap';'Abdul';'Custer';'Renee';'10'
'2015.16.03';'00.49.38';'Williamson';'Gary';'Holcombe';'Charles';'8'
'2018.05.02';'20.05.11';'Jackley';'Larry';'Jacobson';'Duane';'8'
'2018.06.02';'16.39.14';'Harris';'Gregg';'Kniefel';'Twila';'10'
'2017.26.01';'02.56.58';'Salvatori';'Larry';'Trusty';'Arnold';'10'
'2015.04.08';'12.48.21';'Crim';'Lee';'Stolmeier';'Vince';'9'
'2014.14.07';'05.51.26';'Saluja';'G';'Holder';'Mary';'10'
'2013.04.10';'05.05.25';'Kirschner';'Thomas E';'Long';'Chuck';'6'
'2013.16.12';'16.37.08';'Tein';'Daniel';'Verrier';'William';'4'
'2014.09.10';'07.27.50';'Cruse';'Mike';'Byers';'Ray';'9'
'2016.04.10';'07.32.47';'Estebat';'Ted';'Siler';'Chuck';'9'
'2015.30.11';'18.12.41';'Wendland';'Carolanne';'Greenwood';'Elida';'5'
'2018.06.02';'20.50.37';'Reyez';'Ramrio';'Waller';'Ronnie';'9'
'2017.30.04';'06.07.13';'Hopper';'Osburn';'Smith';'Kern';'10'
'2015.05.06';'23.24.25';'Taraba';'Bob';'Long';'Chuck';'10'
'2014.03.01';'07.50.07';'Fortune';'Marilyn';'Hodges';'Tony';'6'
'2016.26.05';'08.57.10';'Touchard';'Karl';'Walton';'David';'7'
'2013.07.11';'10.11.14';'Rogan';'Vicky';'Stolmeier';'Vince';'6'
'2015.27.02';'20.15.04';'Tanner';'Tim';'Thaxton';'Paul';'7'
'2016.16.01';'01.47.50';'Blackwood';'Raymond';'Mehsling';'Brad';'8'
'2017.16.10';'13.34.15';'Bedingfield';'Terry';'Marcotte';'Ken';'5'
'2016.11.05';'21.04.18';'Tung';'Kenny';'Sphaler';'Randy';'8'
'2017.15.10';'12.54.15';'Finley';'Terry J';'Wakeley';'Gene';'9'
'2017.27.01';'02.48.14';'Ventura';'Artolo';'Vanderholm';'Arnold';'5'
'2015.28.03';'10.12.45';'Iantorno';'Jan';'Gianelli';'Richard';'6'
'2017.23.12';'03.46.33';'Wiggs';'Terry';'Anastas';'Vincent';'6'
'2014.22.01';'21.11.25';'Pellegrino';'Tom';'Smith';'Willie';'8'
'2016.19.02';'17.44.26';'Pollak';'T L';'Holcombe';'Charles';'7'
'2013.29.08';'04.33.56';'Kostek';'Ted';'Smith';'Kern';'7'
'2017.10.07';'08.39.04';'Ramos';'Teresita';'Hamilton';'David';'4'
'2015.26.11';'03.17.58';'Miles';'Herbert';'Short';'John';'8'
'2017.15.12';'06.19.35';'Arp';'Terry';'Ruga';'Glenn';'8'
'2017.14.11';'13.00.56';'Correl';'Terry';'Carlson';'Jared';'6'
'2013.19.07';'03.23.52';'Chun';'Joann';'Kempf';'Fred';'8'
'2017.07.09';'21.52.46';'Terrell';'Fred';'Casby';'Maria';'10'
'2014.28.10';'22.55.52';'Bible';'Ross';'Byers';'Ray';'5'
'2018.08.03';'18.04.05';'Hombach';'William';'Workman';'Bill';'10'
'2018.11.03';'16.28.39';'Bryant';'Bob';'Evperprises';'Bayram';'8'
'2016.18.06';'08.07.14';'Oconnell';'Kathryn';'Carlson';'Jared';'6'
'2015.09.05';'00.15.39';'Lara';'Carlos';'Verrier';'William';'8'
'2013.24.06';'12.43.56';'Meyer';'Gregory';'Hodges';'Tony';'10'
'2014.26.03';'07.21.20';'Austin';'Gary';'Trimble';'David';'5'
'2016.09.02';'07.35.18';'Pace';'Therin';'Holder';'Mary';'7'
'2016.26.09';'15.47.02';'Pennock';'Flo';'Trimble';'David';'8'
'2016.12.09';'04.08.07';'Lackey';'Larrel';'Hults';'Bob';'6'
'2016.21.09';'18.41.46';'Haugan';'Ted H';'Trusty';'Arnold';'10'
'2014.03.12';'13.14.05';'Gardner';'Renae';'Walter';'Ralph';'5'
